participant,exp,task,item,status,TextGridLabel,duration,time_course_segment,sex,f0,f1,f2,f3,in,is_palatal,f1norm,f2norm,pre_c
p06,carrier,1,liamo,hit,i,117.23,60,f,203.66,389.91,2269.24,3222.99,77.91,other,-0.28980460615736897,0.24708718599535515,other
p06,carrier,1,liamo,hit,i,117.23,70,f,205.63,405.09,2262.46,3193.29,80.6,other,-0.22093626380300457,0.22655901948113033,other
p06,carrier,1,liamo,hit,i,117.23,80,f,207.86,416.89,2198.95,3204.9,84.17,other,-0.1674022427370294,0.0342664154518572,other
p06,carrier,1,liamo,hit,i,117.23,90,f,207.64,440.11,2101.75,3290.86,84.54,other,-0.06205817755466125,-0.2600311929821728,other
p06,carrier,1,liamo,hit,i,117.23,100,f,202.78,523.56,1997.84,3275.84,81.39,other,0.3165362341364931,-0.574645025208306,other
p06,carrier,1,lliape,hit,i,389.08,0,f,234.04,243.01,2373.44,3485.83,71.9,palatal,-0.9562578006142968,0.5625790666417139,j
p06,carrier,1,lliape,hit,i,389.08,10,f,203.6,234.27,2381.71,3330.52,74.15,palatal,-0.9959092704546884,0.5876185853839919,j
p06,carrier,1,lliape,hit,i,389.08,20,f,197.29,231.1,2732.26,3277.72,75.6,palatal,-1.0102908676393616,1.648997460245612,j
p06,carrier,1,lliape,hit,i,389.08,30,f,191.93,216.44,2897.05,3298.86,75.06,palatal,-1.0768000836416662,2.1479409056555285,j
p06,carrier,1,lliape,hit,i,389.08,40,f,190.53,247.72,3212.51,3839.73,73.85,palatal,-0.9348895600023694,3.103075921669925,j
p06,carrier,1,lliape,hit,i,389.08,50,f,196.13,252.34,3234.9,3448.22,74.71,palatal,-0.9139296297206064,3.17086731521764,j
p06,carrier,1,lliape,hit,i,389.08,60,f,200.29,276.13,2412.53,3278.36,76.01,palatal,-0.805999599113865,0.6809339381816963,j
p06,carrier,1,lliape,hit,i,389.08,70,f,202.68,322.14,2440.73,3356.77,75.1,palatal,-0.5972622847710246,0.766316577665643,j
p06,carrier,1,lliape,hit,i,389.08,80,f,203.01,377.44,2417.23,3409.21,76.11,palatal,-0.3463782707923445,0.695164378095687,j
p06,carrier,1,lliape,hit,i,389.08,90,f,208.55,414.04,2227.92,3353.02,84.26,palatal,-0.1803320698588961,0.12198042487916112,j
p06,carrier,1,lliape,hit,i,389.08,100,f,222.22,504.71,2069.74,3236.17,80.77,palatal,0.2310179038743211,-0.35694957205597305,j
p06,carrier,1,manhiala,hit,i,131.71,0,f,202.84,328.86,2107.25,3309.84,75.24,palatal,-0.5667751134520963,-0.24337855052962995,nh
p06,carrier,1,manhiala,hit,i,131.71,10,f,201.51,341.76,2482.97,3286.56,75.24,palatal,-0.5082506327952253,0.8942088717011716,nh
p06,carrier,1,manhiala,hit,i,131.71,20,f,201.83,342.19,2592.82,3331.16,75.73,palatal,-0.5062998167733296,1.226807557776052,nh
p06,carrier,1,manhiala,hit,i,131.71,30,f,202.95,341.13,2555.05,3306.14,76.12,palatal,-0.5111088051063748,1.11244932042468,nh
p06,carrier,1,manhiala,hit,i,131.71,40,f,203.78,343.37,2695.78,3248.82,75.98,palatal,-0.500946414666732,1.5385450244876548,nh
p06,carrier,1,manhiala,hit,i,131.71,50,f,204.13,353.45,2725.45,3243.11,75.47,palatal,-0.45521565768833977,1.6283784611361896,nh
p06,carrier,1,manhiala,hit,i,131.71,60,f,204.71,363.26,2577.11,3342.26,74.76,palatal,-0.41070983170044006,1.179241555425243,nh
p06,carrier,1,manhiala,hit,i,131.71,70,f,206.03,383.47,2500.41,3253.76,73.95,palatal,-0.31902147867134184,0.9470128870415988,nh
p06,carrier,1,manhiala,hit,i,131.71,80,f,206.65,422.4,2362.55,3234.48,72.86,palatal,-0.1424045769680868,0.5296068345856794,nh
p06,carrier,1,manhiala,hit,i,131.71,90,f,207.46,514.81,2193.53,3310.96,72.2,palatal,0.27683939648163863,0.01785599325317064,nh
p06,carrier,1,manhiala,hit,i,131.71,100,f,209.67,602.69,2068.37,3279.52,73.93,palatal,0.6755317499797658,-0.3610975939032426,nh
p06,carrier,1,mebochiana,hit,i,94.8,0,f,246.36,577.51,2641.38,3482.76,76.59,palatal,0.5612955931627102,1.3738352518661394,ch
p06,carrier,1,mebochiana,hit,i,94.8,10,f,240.64,310.88,2503.54,3392.34,79.67,palatal,-0.6483464438560145,0.9564897544736825,ch
p06,carrier,1,mebochiana,hit,i,94.8,20,f,225.73,363.58,2402.44,3437.45,79.12,palatal,-0.409258061637634,0.6503839086642127,ch
p06,carrier,1,mebochiana,hit,i,94.8,30,f,221.94,414.27,2436.12,3433.71,77.92,palatal,-0.1792886101262544,0.7523586355372385,ch
p06,carrier,1,mebochiana,hit,i,94.8,40,f,220.17,433.14,2379.95,3364.88,78.3,palatal,-0.09367954423515686,0.5822897397991775,ch
p06,carrier,1,mebochiana,hit,i,94.8,50,f,219.89,438.16,2237.93,3316.01,80.39,palatal,-0.0709049013748859,0.15228823414278844,ch
p06,carrier,1,mebochiana,hit,i,94.8,60,f,223.12,442.94,2191.61,3286.55,82.96,palatal,-0.04921908606171982,0.01204270716064636,ch
p06,carrier,1,mebochiana,hit,i,94.8,70,f,227.41,456.43,2144.5,3221.67,84.54,palatal,0.01198209564845009,-0.1305947448283168,ch
p06,carrier,1,mebochiana,hit,i,94.8,80,f,229.26,472.64,2071.15,3240.26,84.62,palatal,0.08552332289247178,-0.3526804400817748,ch
p06,carrier,1,mebochiana,hit,i,94.8,90,f,224.56,503.77,1952.94,3285.3,83.02,palatal,0.2267533293148282,-0.7105911426845193,ch
p06,carrier,1,mebochiana,hit,i,94.8,100,f,219.48,603.74,1845.66,3233.16,81.19,palatal,0.6802953704983482,-1.0354085031043012,ch
p06,carrier,1,nhiape,hit,i,189.74,0,f,212.43,277.54,2876.02,4189.19,81.09,palatal,-0.7996027372746254,2.08426725642335,nh
p06,carrier,1,nhiape,hit,i,189.74,10,f,212.8,294.23,2830.22,3318.64,81.03,palatal,-0.7238838549363945,1.9455961610912655,nh
p06,carrier,1,nhiape,hit,i,189.74,20,f,212.09,306.03,2625.01,3338.7,81.26,palatal,-0.6703498338704196,1.3242709324210258,nh
p06,carrier,1,nhiape,hit,i,189.74,30,f,210.16,311.67,2717.62,3274.04,80.74,palatal,-0.6447623865134617,1.604671153790115,nh
p06,carrier,1,nhiape,hit,i,189.74,40,f,208.3,317.35,2708,3468.35,79.59,palatal,-0.6189934678986534,1.5755441682640312,nh
p06,carrier,1,nhiape,hit,i,189.74,50,f,206.29,338.29,2710.04,3366.33,78.17,palatal,-0.5239932644137789,1.581720784737338,nh
p06,carrier,1,nhiape,hit,i,189.74,60,f,206.39,340.82,2642.4,3371.82,77.93,palatal,-0.5125152073547182,1.376923560102793,nh
p06,carrier,1,nhiape,hit,i,189.74,70,f,204.97,342.88,2667.94,3309.85,77.65,palatal,-0.5031694375754039,1.4542523761460555,nh
p06,carrier,1,nhiape,hit,i,189.74,80,f,203.63,359.21,2626.74,3277.85,77.16,palatal,-0.4290837965578299,1.3295089454106426,nh
p06,carrier,1,nhiape,hit,i,189.74,90,f,201.97,408.31,2375.23,3176.25,76.25,palatal,-0.20632782754601803,0.5679987448217232,nh
p06,carrier,1,nhiape,hit,i,189.74,100,f,199.06,550.04,2180.69,3162.5,76.87,palatal,0.4366702068336984,-0.02102035749058445,nh
p06,carrier,1,pachialo,hit,i,107.05,0,f,247.53,274.63,2700.78,3443.9,77.48,palatal,-0.8128047712832686,1.553683790353603,ch
p06,carrier,1,pachialo,hit,i,107.05,10,f,241.36,286.71,2455.81,3365.8,79.45,palatal,-0.7580004514123382,0.8119750955173421,ch
p06,carrier,1,pachialo,hit,i,107.05,20,f,228.07,326.53,2433.55,3273.48,77.58,palatal,-0.5773458142219035,0.744577309882142,ch
p06,carrier,1,pachialo,hit,i,107.05,30,f,222.16,374.67,2370.85,3129.36,75.57,palatal,-0.3589451553985098,0.5547371859231524,ch
p06,carrier,1,pachialo,hit,i,107.05,40,f,220.74,409.63,2335.35,3232.11,74.72,palatal,-0.20033927603694288,0.447251948274921,ch
p06,carrier,1,pachialo,hit,i,107.05,50,f,220.82,422,2258.45,3317.64,75.91,palatal,-0.14421928954659433,0.2144177292566393,ch
p06,carrier,1,pachialo,hit,i,107.05,60,f,221.39,436.79,2217.52,3289.51,77.67,palatal,-0.07712029195627457,0.09049179187798884,ch
p06,carrier,1,pachialo,hit,i,107.05,70,f,223.16,456.93,2179.68,3206.19,80.52,palatal,0.01425048637158463,-0.02407838819550662,ch
p06,carrier,1,pachialo,hit,i,107.05,80,f,224.74,469.97,2075.92,3215.04,83.66,palatal,0.07341011643093352,-0.3382380574456604,ch
p06,carrier,1,pachialo,hit,i,107.05,90,f,222.64,492.64,1985.6,3267.93,83.53,palatal,0.17625895181785337,-0.6117047240481469,ch
p06,carrier,1,pachialo,hit,i,107.05,100,f,219.52,638.89,1940.06,3288.53,80.21,palatal,0.8397632383347062,-0.7495886035552018,ch
p07,carrier,1,chiaba,hit,i,90.4,0,m,NA,2167.35,2700.39,3559.25,68.28,palatal,1.264950128591129,0.8439144075117363,ch
p07,carrier,1,chiaba,hit,i,90.4,10,m,111.55,2179.02,2894.89,3628.94,70.57,palatal,1.280255810054386,1.293535833013962,ch
p07,carrier,1,chiaba,hit,i,90.4,20,m,112.24,2133.64,2962.73,3598.91,72.75,palatal,1.2207380872778135,1.4503600875438902,ch
p07,carrier,1,chiaba,hit,i,90.4,30,m,115.97,2134.89,2922.71,3640.4,75.27,palatal,1.222377513312867,1.357846722769602,ch
p07,carrier,1,chiaba,hit,i,90.4,40,m,115.79,2100.85,2910.36,3750.62,77.49,palatal,1.1777326635262977,1.329297496008921,ch
p07,carrier,1,chiaba,hit,i,90.4,50,m,115.8,1955.79,2912.23,3469.04,78.25,palatal,0.9874805510104416,1.3336203343929267,ch
p07,carrier,1,chiaba,hit,i,90.4,60,m,111.05,1811.1,2825.54,3113.71,78.64,palatal,0.7977137086009612,1.1332209442809065,ch
p07,carrier,1,chiaba,hit,i,90.4,70,m,109.13,1573.4,2503.11,3439.38,79.67,palatal,0.4859604537752411,0.3878665163905077,ch
p07,carrier,1,chiaba,hit,i,90.4,80,m,108.76,633.97,1810.39,2607.13,80.68,palatal,-0.7461403463127965,-1.213479261881481,ch
p07,carrier,1,chiaba,hit,i,90.4,90,m,108.83,793.11,1878.5,2957.91,81.05,palatal,-0.537421738938101,-1.0560308542158947,ch
p07,carrier,1,chiaba,hit,i,90.4,100,m,109.25,1046.06,2025.5,2997.31,80.71,palatal,-0.20566748648473132,-0.7162141470239811,ch
p07,carrier,1,costonhialo,hit,i,106.37,0,m,101.53,782.81,1835.81,3037.05,68.85,palatal,-0.5509306094669395,-1.1547163999983627,nh
p07,carrier,1,costonhialo,hit,i,106.37,10,m,101.8,275.81,1674.88,2342.33,68.8,palatal,-1.2158818092845258,-1.5267347856337,nh
p07,carrier,1,costonhialo,hit,i,106.37,20,m,102.21,1120.88,2074.61,2643.93,68.68,palatal,-0.10753800173058554,-0.6026876266825191,nh
p07,carrier,1,costonhialo,hit,i,106.37,30,m,102.56,1477.94,2035.28,2897.53,69.49,palatal,0.3607607663302967,-0.693605933443458,nh
p07,carrier,1,costonhialo,hit,i,106.37,40,m,102.95,325.86,2143.93,2670.55,70.39,palatal,-1.1502391908409948,-0.4424420882978705,nh
p07,carrier,1,costonhialo,hit,i,106.37,50,m,103.65,385.65,2193.3,3101.47,71.29,palatal,-1.0718221647323292,-0.32831453160355156,nh
p07,carrier,1,costonhialo,hit,i,106.37,60,m,104.54,380.1,2189.41,2910.65,72.97,palatal,-1.0791012163279654,-0.3373069601135968,nh
p07,carrier,1,costonhialo,hit,i,106.37,70,m,105.69,299.02,2211.77,2894.83,74.63,palatal,-1.1854409466656577,-0.2856178337679422,nh
p07,carrier,1,costonhialo,hit,i,106.37,80,m,108.22,326.45,2243.54,2951.02,76.09,palatal,-1.1494653817524496,-0.212175814805445,nh
p07,carrier,1,costonhialo,hit,i,106.37,90,m,109.17,808.47,2426.69,3248.76,78.17,palatal,-0.517276471819367,0.2112080622163168,nh
p07,carrier,1,costonhialo,hit,i,106.37,100,m,109.55,2142.66,2809.3,3977.11,79.65,palatal,1.2325681855467578,1.0956792890101812,nh
p07,carrier,1,falukiago,hit,i,66.68,0,m,111.42,1984.62,2589.55,3084.96,70.14,other,1.025292273082909,0.5876879869324738,other
p07,carrier,1,falukiago,hit,i,66.68,10,m,111.22,2290.97,2755.35,3336.26,72.99,other,1.427082805753752,0.970964245792468,other
p07,carrier,1,falukiago,hit,i,66.68,20,m,107.44,2465.03,2941.46,3693.35,74.92,other,1.6553696022828437,1.4011906905236726,other
p07,carrier,1,falukiago,hit,i,66.68,30,m,105.52,2395.19,2930.34,3710.92,76.47,other,1.56377159085235,1.3754848280476588,other
p07,carrier,1,falukiago,hit,i,66.68,40,m,105.44,2315.7,2910.72,3721.33,77.58,other,1.459517210431245,1.3301297001897985,other
p07,carrier,1,falukiago,hit,i,66.68,50,m,105.47,2254.13,2895.73,3751.17,78.21,other,1.3787656416486642,1.2954776427693446,other
p07,carrier,1,falukiago,hit,i,66.68,60,m,105.51,2254.57,2902.55,3845.03,78.44,other,1.3793427196130028,1.3112432886404255,other
p07,carrier,1,falukiago,hit,i,66.68,70,m,105.56,1213.47,2536.24,3395.17,78.44,other,0.01389756353787649,0.46445241781409935,other
p07,carrier,1,falukiago,hit,i,66.68,80,m,105.69,209.8,2172.43,2922.77,78.45,other,-1.3024566193436162,-0.3765592573116832,other
p07,carrier,1,falukiago,hit,i,66.68,90,m,107.38,311.24,2172.53,2903.93,78.9,other,-1.1694139177469771,-0.37632808948366064,other
p07,carrier,1,falukiago,hit,i,66.68,100,m,110.58,380.47,2157.93,2838,79.78,other,-1.0786159462215896,-0.41007859237483113,other
p07,carrier,1,liamo,hit,i,63.53,0,m,116.33,253.58,2086.29,2592.31,76.92,other,-1.2450373618919122,-0.5756872243695837,other
p07,carrier,1,liamo,hit,i,63.53,10,m,114.99,325.22,2127.3,2708.86,78.24,other,-1.151078576970942,-0.48088529809788005,other
p07,carrier,1,liamo,hit,i,63.53,20,m,111.57,348.13,2157.49,2801.2,79.1,other,-1.1210311766004866,-0.4110957308181268,other
p07,carrier,1,liamo,hit,i,63.53,30,m,110.54,334.14,2180.25,2877.69,79.67,other,-1.1393796327848025,-0.3584819331603851,other
p07,carrier,1,liamo,hit,i,63.53,40,m,110,166.39,2189.42,2943.28,80.12,other,-1.3593906066889443,-0.33728384333079414,other
p07,carrier,1,liamo,hit,i,63.53,50,m,109.33,98.82,2182.5,2976.44,80.57,other,-1.4480114204397814,-0.35328065702989664,other
p07,carrier,1,liamo,hit,i,63.53,60,m,108.92,147.74,2156.88,2971.89,80.88,other,-1.3838508431319383,-0.4125058545690584,other
p07,carrier,1,liamo,hit,i,63.53,70,m,108.66,283.47,2161.38,2949.3,81.13,other,-1.2058354065417196,-0.4021033023080815,other
p07,carrier,1,liamo,hit,i,63.53,80,m,108.52,393.29,2164.74,2947.14,81.37,other,-1.0618019928060838,-0.3943360632865528,other
p07,carrier,1,liamo,hit,i,63.53,90,m,108.33,422.64,2157.29,2994.57,81.57,other,-1.0233082695030342,-0.41155806647416976,other
p07,carrier,1,liamo,hit,i,63.53,100,m,108.1,444.01,2139.66,2925.51,81.57,other,-0.9952806420077644,-0.45231295455439746,other
p07,carrier,1,lliape,hit,i,48.18,0,m,110.55,506.53,1866.23,2769.79,80.45,palatal,-0.9132831094385424,-1.0843951467141584,j
p07,carrier,1,lliape,hit,i,48.18,10,m,NA,947.64,2214.9,3073.33,79.72,palatal,-0.33474933478068164,-0.2783822807508624,j
p07,carrier,1,lliape,hit,i,48.18,20,m,NA,1519.65,2642.79,3441.46,79.1,palatal,0.4154651342679526,0.7107617385712316,j
p07,carrier,1,lliape,hit,i,48.18,30,m,NA,1214.67,2430.17,3250.5,78.68,palatal,0.01547141253152764,0.2192527026314723,j
p07,carrier,1,lliape,hit,i,48.18,40,m,NA,554.99,1958.48,2833.41,78.11,palatal,-0.8497258409115992,-0.871142825364131,j
p07,carrier,1,lliape,hit,i,48.18,50,m,NA,751.12,2032.29,2897.79,77.46,palatal,-0.5924933383076088,-0.7005178515013071,j
p07,carrier,1,lliape,hit,i,48.18,60,m,NA,1435.81,2417.5,3237.03,76.88,palatal,0.30550555124486284,0.18996373882112155,j
p07,carrier,1,lliape,hit,i,48.18,70,m,NA,1714.57,2540.4,3365.52,76.22,palatal,0.6711106724700114,0.4740689994598032,j
p07,carrier,1,lliape,hit,i,48.18,80,m,NA,1675.88,2458.17,3329.2,75.44,palatal,0.6203671578330443,0.2839796944775511,j
p07,carrier,1,lliape,hit,i,48.18,90,m,NA,1656.42,2406.36,3312.29,74.17,palatal,0.5948445733193357,0.16421164277950337,j
p07,carrier,1,lliape,hit,i,48.18,100,m,NA,1657.31,2386.75,3315.92,72.7,palatal,0.5960118446562934,0.11887963170444577,j
p07,carrier,1,lliape,hit,i,138.8,0,m,104.56,1075.82,2917.5,4068.56,58.9,palatal,-0.16663603144218425,1.3458028789296708,j
p07,carrier,1,lliape,hit,i,138.8,10,m,102.33,1057.75,2938.62,4006.27,60.05,palatal,-0.1903355742049135,1.3946255242078558,j
p07,carrier,1,lliape,hit,i,138.8,20,m,102.93,1059.37,2964.66,3786.1,61.08,palatal,-0.1882108780634847,1.454821626624709,j
p07,carrier,1,lliape,hit,i,138.8,30,m,101.42,1045.81,3008.59,3747.01,62.32,palatal,-0.20599537169174195,1.5563736534746466,j
p07,carrier,1,lliape,hit,i,138.8,40,m,98.69,787.46,2726.14,3883.05,63.59,palatal,-0.5448319446165415,0.9034401232273266,j
p07,carrier,1,lliape,hit,i,138.8,50,m,97.84,830.06,2566.37,3564.81,65.05,palatal,-0.4889603053419278,0.5341032843970408,j
p07,carrier,1,lliape,hit,i,138.8,60,m,98.08,1599.7,2986.56,3621.77,66.7,palatal,0.5204539775527608,1.5054473809614637,j
p07,carrier,1,lliape,hit,i,138.8,70,m,101.28,2325.31,2959.09,3890.88,69.78,palatal,1.4721211177887346,1.4419455786039004,j
p07,carrier,1,lliape,hit,i,138.8,80,m,106.33,2137.82,2702.87,3107.27,74.33,palatal,1.226220327939032,0.8496473696466748,j
p07,carrier,1,lliape,hit,i,138.8,90,m,107.82,1865.9,2830.57,3457.32,77.19,palatal,0.8695861459776947,1.1448486860303988,j
p07,carrier,1,lliape,hit,i,138.8,100,m,108.13,435.02,1963.93,2854.07,78.96,palatal,-1.0070713940518672,-0.8585441787369478,j
p07,carrier,1,manhiala,hit,i,85.81,0,m,108.99,463.3,2016.02,2697.23,75.36,palatal,-0.9699810194348232,-0.7381288571204393,nh
p07,carrier,1,manhiala,hit,i,85.81,10,m,108.96,275.32,1970.06,2631.51,75.6,palatal,-1.2165244642902666,-0.8443735908792172,nh
p07,carrier,1,manhiala,hit,i,85.81,20,m,108.87,300.92,2092.62,2824.66,76.05,palatal,-1.1829490190923766,-0.5610543008558097,nh
p07,carrier,1,manhiala,hit,i,85.81,30,m,108.84,301.68,2254.42,2993.12,76.51,palatal,-1.1819522480630642,-0.18702475511668273,nh
p07,carrier,1,manhiala,hit,i,85.81,40,m,109.03,304.22,2257.94,2945.07,76.88,palatal,-1.178620934359836,-0.17888764757031858,nh
p07,carrier,1,manhiala,hit,i,85.81,50,m,109.38,322.59,2258.14,2883.9,77.42,palatal,-1.154527929348694,-0.17842531191427558,nh
p07,carrier,1,manhiala,hit,i,85.81,60,m,109.75,245.88,2255.5,2876.8,78.05,palatal,-1.25513622626784,-0.18452814257404845,nh
p07,carrier,1,manhiala,hit,i,85.81,70,m,110.05,342.97,2251.13,2823.94,78.19,palatal,-1.1277987272731862,-0.1946301766585969,nh
p07,carrier,1,manhiala,hit,i,85.81,80,m,110.46,370.35,2168.49,2865.95,77.97,palatal,-1.0918887394013803,-0.3856672697357386,nh
p07,carrier,1,manhiala,hit,i,85.81,90,m,111.55,994.07,2180.88,3129.12,78.16,palatal,-0.27385449413466473,-0.3570255758438481,nh
p07,carrier,1,manhiala,hit,i,85.81,100,m,111.65,1411.53,2134.86,3183.1,78.89,palatal,0.2736613399399891,-0.463409010299439,nh
p07,carrier,1,mebochiana,hit,i,74.74,0,m,NA,1607.14,2671.19,3566.46,65.15,palatal,0.5302118413133976,0.7764134017293974,ch
p07,carrier,1,mebochiana,hit,i,74.74,10,m,108.44,217.1,2074.65,2932.77,67.33,palatal,-1.2928823712989053,-0.6025951595513105,ch
p07,carrier,1,mebochiana,hit,i,74.74,20,m,108.43,1516.64,2689.52,3341.7,68.63,palatal,0.41151739637554446,0.8187864646057766,ch
p07,carrier,1,mebochiana,hit,i,74.74,30,m,108.39,1153.26,2329.05,3101.36,69.81,palatal,-0.06507030971856707,-0.0145042050640804,ch
p07,carrier,1,mebochiana,hit,i,74.74,40,m,107.78,447.22,1822.26,2825.35,70.77,palatal,-0.9910705959497476,-1.1860396406953042,ch
p07,carrier,1,mebochiana,hit,i,74.74,50,m,107.5,491.58,1856.36,3016.79,71.37,palatal,-0.9328906448177792,-1.1072114113399014,ch
p07,carrier,1,mebochiana,hit,i,74.74,60,m,107.5,616.24,1932.89,2761.79,71.75,palatal,-0.7693939651939914,-0.9302986725548864,ch
p07,carrier,1,mebochiana,hit,i,74.74,70,m,107.76,682.95,1899.57,2633.98,71.59,palatal,-0.6819010765552711,-1.0073237928517205,ch
p07,carrier,1,mebochiana,hit,i,74.74,80,m,108.28,753.97,1857.01,2621.1,70.88,palatal,-0.5887554469476873,-1.10570882045776,ch
p07,carrier,1,mebochiana,hit,i,74.74,90,m,108.88,888.15,1899.95,2713.84,70.42,palatal,-0.4127728986409345,-1.0064453551052377,ch
p07,carrier,1,mebochiana,hit,i,74.74,100,m,109.37,855.25,1674.59,2595.21,70.65,palatal,-0.4559225918835352,-1.527405172334963,ch
p07,carrier,1,nhiape,hit,i,81.16,0,m,109.89,338.5,2229.28,2992.11,71.71,palatal,-1.1336613147745365,-0.2451403470813403,nh
p07,carrier,1,nhiape,hit,i,81.16,10,m,109.7,348.45,2252.05,3091.79,72,palatal,-1.120611483535513,-0.192503432640797,nh
p07,carrier,1,nhiape,hit,i,81.16,20,m,109.34,365.53,2273.62,3078.91,72.43,palatal,-1.0982103661925458,-0.14264053213651487,nh
p07,carrier,1,nhiape,hit,i,81.16,30,m,108.84,373.84,2290.63,3044.77,73.01,palatal,-1.087311461911512,-0.1033188845900215,nh
p07,carrier,1,nhiape,hit,i,81.16,40,m,108.32,374.61,2314.24,3020.63,73.65,palatal,-1.0863015754739191,-0.04874016039409656,nh
p07,carrier,1,nhiape,hit,i,81.16,50,m,108.04,372.58,2350.37,3007.78,74.35,palatal,-1.0889640033548458,0.03478077587014746,nh
p07,carrier,1,nhiape,hit,i,81.16,60,m,108.04,360.64,2362.28,2968.03,75.28,palatal,-1.104623800841674,0.06231286418753382,nh
p07,carrier,1,nhiape,hit,i,81.16,70,m,108.31,331.69,2361.46,2941.94,76.43,palatal,-1.1425929078135064,0.06041728799775542,nh
p07,carrier,1,nhiape,hit,i,81.16,80,m,108.77,232.48,2350.21,2896.54,77.64,palatal,-1.2727108733636106,0.03441090734531306,nh
p07,carrier,1,nhiape,hit,i,81.16,90,m,109.32,940.92,2532.1,3304.34,78.69,palatal,-0.3435628891451278,0.45488206973400086,nh
p07,carrier,1,nhiape,hit,i,81.16,100,m,109.65,2242.34,2782.66,3931.33,79.37,palatal,1.3633025752860422,1.0340961796251968,nh
p07,carrier,2,piano,hit,i,147.63,0,m,100.68,203.52,2126.63,2592.75,72.33,other,-1.3106930957437235,-0.4824341225456257,other
p07,carrier,2,piano,hit,i,147.63,10,m,98.47,1107.56,2446.22,3236.76,74.55,other,-0.1250077255601129,0.2563551390289562,other
p07,carrier,2,piano,hit,i,147.63,20,m,97.65,268.61,2200.89,2936.16,76.73,other,-1.2253249032464322,-0.3107688934567045,other
p07,carrier,2,piano,hit,i,147.63,30,m,95.55,281.26,2177.42,2926.55,77.2,other,-1.2087339117716938,-0.3650239826933993,other
p07,carrier,2,piano,hit,i,147.63,40,m,94.88,262.22,2194.66,2962.78,76.64,other,-1.2337056491376244,-0.325170649142457,other
p07,carrier,2,piano,hit,i,147.63,50,m,95.3,274.21,2163.96,2938.76,76.59,other,-1.2179802746093935,-0.3961391723451216,other
p07,carrier,2,piano,hit,i,147.63,60,m,94.89,322.13,2223.3,2909.93,77.34,other,-1.1551312381295935,-0.25896418319703857,other
p07,carrier,2,piano,hit,i,147.63,70,m,94.63,393.98,2173.31,2885.43,79.33,other,-1.0608970296347344,-0.3745249804250919,other
p07,carrier,2,piano,hit,i,147.63,80,m,93.64,496.69,2114.16,2715.77,78.7,other,-0.9261886711864812,-0.5112607506999335,other
p07,carrier,2,piano,hit,i,147.63,90,m,93.71,613.47,1927.12,2748.43,79.28,other,-0.7730269332876694,-0.9436370562317395,other
p07,carrier,2,piano,hit,i,147.63,100,m,90.44,720.17,1743.96,2747.94,78.77,other,-0.6330855269355266,-1.367044050036303,other
p08,carrier,1,chiaba,hit,i,155.51,0,f,252.89,376.42,2656.73,3477.72,72.09,palatal,-0.6550183027404393,0.6968873811386747,ch
p08,carrier,1,chiaba,hit,i,155.51,10,f,243.74,174.48,2721.19,3370.73,74.65,palatal,-1.2003668057431938,0.8497047096159808,ch
p08,carrier,1,chiaba,hit,i,155.51,20,f,239.63,328.31,2818.11,3440.6,74.37,palatal,-0.784941628874254,1.0794759704912602,ch
p08,carrier,1,chiaba,hit,i,155.51,30,f,235.68,2745.96,3464.04,4132.62,73.68,palatal,5.744036326382799,2.6108023276638677,ch
p08,carrier,1,chiaba,hit,i,155.51,40,f,230.92,2384.14,3384.08,4002.94,73.43,palatal,4.76692433590812,2.4212386667106345,ch
p08,carrier,1,chiaba,hit,i,155.51,50,f,227.9,329.67,2764.28,3472.16,73.4,palatal,-0.7812688846725913,0.9518595138990577,ch
p08,carrier,1,chiaba,hit,i,155.51,60,f,226.8,172.11,2786.3,3484.99,72.67,palatal,-1.2067671026240323,1.0040630133261486,ch
p08,carrier,1,chiaba,hit,i,155.51,70,f,226.97,368.86,2715.34,3373.51,73.21,palatal,-0.675434439626152,0.8358359325202279,ch
p08,carrier,1,chiaba,hit,i,155.51,80,f,226.84,435.87,2562.91,3312.6,74.49,palatal,-0.49447077127805567,0.4744653867585803,ch
p08,carrier,1,chiaba,hit,i,155.51,90,f,224.24,481.99,2389.64,3256.54,75.99,palatal,-0.36992153408637973,0.06368880430026792,ch
p08,carrier,1,chiaba,hit,i,155.51,100,f,218.29,626.26,2171.7,3070.14,76.22,palatal,0.01968641148263769,-0.4529883376225383,ch
p08,carrier,1,costonhialo,hit,i,68.03,0,f,223.7,1624.64,2969.11,3749.03,71.72,palatal,2.7158587321119834,1.437456370740612,nh
p08,carrier,1,costonhialo,hit,i,68.03,10,f,223.33,1830.46,2994.74,3694.99,72.06,palatal,3.2716853582783045,1.4982182095379015,nh
p08,carrier,1,costonhialo,hit,i,68.03,20,f,222.97,850.05,2299.86,3252.21,72.39,palatal,0.6240418709606332,-0.14915543632480965,nh
p08,carrier,1,costonhialo,hit,i,68.03,30,f,222.83,370.2,2024.34,3026.69,72.6,palatal,-0.6718157063686316,-0.8023392765678657,nh
p08,carrier,1,costonhialo,hit,i,68.03,40,f,222.85,538.96,2272.64,3073.72,72.83,palatal,-0.21607135969761607,-0.2136867376147927,nh
p08,carrier,1,costonhialo,hit,i,68.03,50,f,222.94,599.71,2319.94,3153.13,73.15,palatal,-0.05201311686599609,-0.10155115528502844,nh
p08,carrier,1,costonhialo,hit,i,68.03,60,f,223.08,659.37,2300.01,3179.64,73.56,palatal,0.1091015295098795,-0.14879982665568753,nh
